review_id,product_id,text,rating,account_age_days,verified_purchase,multiple_ips,label
23,PROD_002,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,1642,1,0,0
24,PROD_003,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,10,0,1,1
25,PROD_016,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,635,1,0,0
26,PROD_004,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,594,1,0,0
27,PROD_011,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,185,1,0,0
28,PROD_013,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,3,0,1,1
29,PROD_002,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1993,0,0,0
30,PROD_015,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,5,0,1,1
31,PROD_012,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,1246,1,0,0
32,PROD_010,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,5,0,0,1
33,PROD_013,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",5,501,1,0,0
34,PROD_008,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1849,1,0,0
35,PROD_017,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,713,1,0,0
36,PROD_005,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,1,1,1,0,1
37,PROD_015,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,531,1,0,0
38,PROD_001,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1879,1,0,0
39,PROD_012,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,1751,1,0,0
40,PROD_007,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,1,0,1,1
41,PROD_006,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,706,1,0,0
42,PROD_007,Super excellence. Many good things. I like it very much. Very very very good quality.,5,5,0,0,1
43,PROD_009,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,1,3,0,0,1
44,PROD_013,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,6,0,1,1
45,PROD_015,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",2,308,1,0,0
46,PROD_008,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,418,1,0,0
47,PROD_017,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,748,1,0,0
48,PROD_002,Super excellence. Many good things. I like it very much. Very very very good quality.,5,12,1,1,1
49,PROD_011,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,1,10,0,0,1
50,PROD_017,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,14,1,1,1
51,PROD_011,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,1184,1,0,0
52,PROD_019,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1435,1,0,0
53,PROD_005,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",5,527,1,0,0
54,PROD_000,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,1607,1,0,0
55,PROD_016,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1837,1,0,0
56,PROD_001,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1774,1,0,0
57,PROD_014,Super excellence. Many good things. I like it very much. Very very very good quality.,5,12,1,0,1
58,PROD_010,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,1188,1,0,0
59,PROD_017,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,363,1,0,0
60,PROD_012,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,1,0,1,1
61,PROD_000,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,743,1,0,0
62,PROD_006,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,136,1,0,0
63,PROD_010,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,778,1,0,0
64,PROD_000,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,1221,1,0,0
65,PROD_016,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,741,1,0,0
66,PROD_003,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,2,0,1,1
67,PROD_000,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,3,0,1,1
68,PROD_004,Super excellence. Many good things. I like it very much. Very very very good quality.,1,7,0,1,1
69,PROD_019,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1944,1,0,0
70,PROD_002,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,171,0,0,0
71,PROD_005,Super excellence. Many good things. I like it very much. Very very very good quality.,5,2,0,1,1
72,PROD_001,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,399,1,0,0
73,PROD_006,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,1,7,0,1,1
74,PROD_016,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,868,1,0,0
75,PROD_019,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,1213,1,0,0
76,PROD_013,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",5,805,1,0,0
77,PROD_004,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,7,0,1,1
78,PROD_009,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,5,0,1,1
79,PROD_008,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,514,1,0,0
80,PROD_016,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,568,1,0,0
81,PROD_014,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,821,1,0,0
82,PROD_008,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,1698,1,0,0
83,PROD_010,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,295,1,0,0
84,PROD_004,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,7,1,1,1
85,PROD_018,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,1,0,1,1
86,PROD_013,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",5,1456,1,0,0
87,PROD_013,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,14,0,0,1
88,PROD_016,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,1356,1,0,0
89,PROD_012,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,719,1,0,0
90,PROD_018,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,2,0,1,1
91,PROD_013,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",5,178,1,0,0
92,PROD_008,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,280,1,0,0
93,PROD_010,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,871,1,0,0
94,PROD_016,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,10,1,1,1
95,PROD_002,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",2,1478,1,0,0
96,PROD_014,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,1241,0,0,0
97,PROD_015,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,1461,1,0,0
98,PROD_012,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1356,1,0,0
99,PROD_012,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,4,0,1,1
100,PROD_003,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,1,0,1,1
101,PROD_005,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,8,0,1,1
102,PROD_018,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,344,1,0,0
103,PROD_000,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,1383,1,0,0
104,PROD_011,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,9,0,1,1
105,PROD_005,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,1,0,1,1
106,PROD_002,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,534,1,0,0
107,PROD_017,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,3,1,1,1
108,PROD_019,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,921,1,0,0
109,PROD_011,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1783,1,0,0
110,PROD_019,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,198,1,0,0
111,PROD_015,Super excellence. Many good things. I like it very much. Very very very good quality.,5,12,0,0,1
112,PROD_005,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,1,8,0,0,1
113,PROD_007,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,8,0,1,1
114,PROD_016,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,935,1,0,0
115,PROD_017,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,1489,1,0,0
116,PROD_004,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,981,1,0,0
117,PROD_011,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,1976,1,0,0
118,PROD_016,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,1548,1,0,0
119,PROD_006,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",2,264,1,0,0
120,PROD_003,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",5,1340,1,0,0
121,PROD_007,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1679,1,0,0
122,PROD_004,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,975,1,0,0
123,PROD_009,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,1569,1,0,0
124,PROD_003,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,157,1,0,0
125,PROD_019,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",5,275,0,0,0
126,PROD_009,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,1,9,0,0,1
127,PROD_003,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,1423,1,0,0
128,PROD_012,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,4,0,1,1
129,PROD_017,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1664,1,0,0
130,PROD_017,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,205,1,0,0
131,PROD_019,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,1412,1,0,0
132,PROD_016,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,1395,1,0,0
133,PROD_017,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,1832,1,0,0
134,PROD_016,Super excellence. Many good things. I like it very much. Very very very good quality.,5,6,0,0,1
135,PROD_000,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,956,1,0,0
136,PROD_007,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,11,0,0,1
137,PROD_018,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,8,0,1,1
138,PROD_014,Super excellence. Many good things. I like it very much. Very very very good quality.,5,1,1,0,1
139,PROD_009,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,1259,0,0,0
140,PROD_009,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,1240,1,0,0
141,PROD_014,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1363,1,0,0
142,PROD_010,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1584,1,0,0
143,PROD_016,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1168,1,0,0
144,PROD_009,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,1081,1,0,0
145,PROD_006,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1695,1,0,0
146,PROD_019,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,11,0,1,1
147,PROD_011,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,5,0,1,1
148,PROD_002,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,1857,1,0,0
149,PROD_016,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,1,9,0,1,1
150,PROD_017,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,437,1,0,0
151,PROD_001,Super excellence. Many good things. I like it very much. Very very very good quality.,5,9,0,1,1
152,PROD_018,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,1718,1,0,0
153,PROD_011,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1046,1,0,0
154,PROD_018,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,1999,1,0,0
155,PROD_009,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",2,798,1,0,0
156,PROD_002,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,1374,1,0,0
157,PROD_003,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,887,1,0,0
158,PROD_008,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,10,0,0,1
159,PROD_004,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,3,0,0,1
160,PROD_010,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,1059,1,0,0
161,PROD_000,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",5,1645,1,0,0
162,PROD_004,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,937,1,0,0
163,PROD_014,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,1337,1,0,0
164,PROD_006,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,1342,1,0,0
165,PROD_001,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1117,1,0,0
166,PROD_002,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,1839,1,0,0
167,PROD_007,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,966,1,0,0
168,PROD_018,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,876,1,0,0
169,PROD_018,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,232,1,0,0
170,PROD_016,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,124,1,0,0
171,PROD_018,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,224,1,0,0
172,PROD_019,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1305,1,0,0
173,PROD_017,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1212,1,0,0
174,PROD_005,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,624,1,0,0
175,PROD_000,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,4,0,0,1
176,PROD_003,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,4,0,0,1
177,PROD_009,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,1245,1,0,0
178,PROD_013,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",5,298,1,0,0
179,PROD_003,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",5,522,0,0,0
180,PROD_008,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,126,1,0,0
181,PROD_001,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,5,1,1,1
182,PROD_008,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,612,1,0,0
183,PROD_019,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1820,1,0,0
184,PROD_003,Super excellence. Many good things. I like it very much. Very very very good quality.,5,5,0,0,1
185,PROD_002,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,833,1,0,0
186,PROD_001,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,13,0,1,1
187,PROD_009,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,1969,1,0,0
188,PROD_019,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,692,1,0,0
189,PROD_000,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,107,1,0,0
190,PROD_004,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,1846,1,0,0
191,PROD_006,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,1546,1,0,0
192,PROD_000,Super excellence. Many good things. I like it very much. Very very very good quality.,5,14,0,1,1
193,PROD_017,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,6,0,1,1
194,PROD_002,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,10,0,1,1
195,PROD_000,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,9,1,0,1
196,PROD_005,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",5,776,1,0,0
197,PROD_014,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,274,1,0,0
198,PROD_018,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,102,1,0,0
199,PROD_009,Super excellence. Many good things. I like it very much. Very very very good quality.,5,12,1,1,1
200,PROD_004,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,1802,1,0,0
201,PROD_019,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,1181,1,0,0
202,PROD_003,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,1,5,0,0,1
203,PROD_013,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,286,1,0,0
204,PROD_007,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,1,0,1,1
205,PROD_017,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,3,0,1,1
206,PROD_016,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,1,11,0,1,1
207,PROD_010,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1934,1,0,0
208,PROD_009,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,1014,1,0,0
209,PROD_007,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1159,1,0,0
210,PROD_013,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,450,1,0,0
211,PROD_005,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",5,1718,1,0,0
212,PROD_012,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,1265,1,0,0
213,PROD_010,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,664,1,0,0
214,PROD_006,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,109,1,0,0
215,PROD_009,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,527,1,0,0
216,PROD_000,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,1309,1,0,0
217,PROD_006,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,486,1,0,0
218,PROD_003,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,1,12,0,1,1
219,PROD_014,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,1,6,0,1,1
220,PROD_006,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1380,1,0,0
221,PROD_007,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,1,14,0,1,1
222,PROD_001,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,1602,1,0,0
223,PROD_017,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,3,1,1,1
224,PROD_004,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1442,1,0,0
225,PROD_006,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,1,11,0,1,1
226,PROD_005,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,5,0,0,1
227,PROD_010,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,982,1,0,0
228,PROD_007,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1869,1,0,0
229,PROD_002,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,12,0,1,1
230,PROD_017,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1459,1,0,0
231,PROD_013,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,3,0,1,1
232,PROD_009,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,1,9,0,1,1
233,PROD_002,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,526,1,0,0
234,PROD_013,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",5,757,1,0,0
235,PROD_001,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,957,1,0,0
236,PROD_013,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,1319,1,0,0
237,PROD_004,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,219,1,0,0
238,PROD_010,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,1528,1,0,0
239,PROD_012,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1599,1,0,0
240,PROD_016,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,497,1,0,0
241,PROD_005,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,1,11,1,1,1
242,PROD_012,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,1,0,1,1
243,PROD_017,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,1310,1,0,0
244,PROD_017,Super excellence. Many good things. I like it very much. Very very very good quality.,5,3,1,0,1
245,PROD_002,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,12,0,1,1
246,PROD_006,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",5,1298,1,0,0
247,PROD_017,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1094,1,0,0
248,PROD_004,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,1070,1,0,0
